Date,TP,Consumption(kWh),SolarGen(kWh),CI(g/kWh),CE_with_solar(kg),CE_without_solar(kg)
2022-01-10,08:30,86.256,3.25,102.07,8.472,8.804
2022-01-10,09:00,86.664,5.42,102.527,8.33,8.885
2022-01-10,09:30,86.832,5.42,99.565,8.106,8.645
2022-01-10,10:00,87.048,5.485,97.022,7.913,8.446
2022-01-10,10:30,88.032,5.485,92.87,7.666,8.176
2022-01-10,11:00,88.704,6.83,94.956,7.774,8.423
2022-01-10,11:30,88.632,6.83,93.763,7.67,8.31
2022-01-10,12:00,88.68,7.73,93.037,7.531,8.25
2022-01-10,12:30,90.168,7.73,89.602,7.387,8.079
2022-01-10,13:00,88.728,5.705,90.955,7.551,8.07
2022-01-10,13:30,90.768,5.705,91.236,7.761,8.281
2022-01-10,14:00,89.04,6.85,91.429,7.515,8.141
2022-01-10,14:30,88.944,6.85,90.373,7.419,8.038
2022-01-10,15:00,90.6,6.87,89.833,7.522,8.139
2022-01-10,15:30,88.776,6.87,87.908,7.2,7.804
2022-01-10,16:00,89.688,5.485,87.739,7.388,7.869
2022-01-10,16:30,89.304,5.485,91.753,7.691,8.194
2022-01-10,17:00,88.536,4.14,95.153,8.031,8.424
2022-01-10,17:30,87.576,4.14,95.109,7.936,8.329
2022-01-10,18:00,89.472,2.67,96.697,8.394,8.652
2022-01-10,18:30,87.504,2.67,100.253,8.505,8.773
2022-01-10,19:00,88.896,1.65,104.534,9.12,9.293
2022-01-10,19:30,87.936,1.65,110.193,9.508,9.69
2022-01-10,20:00,88.392,0.695,115.815,10.157,10.237
2022-01-10,20:30,86.472,0.695,117.563,10.084,10.166
2022-01-10,21:00,88.512,0.0,116.817,10.34,10.34
2022-01-10,21:30,87.864,0.0,120.059,10.549,10.549
2022-01-10,22:00,86.832,0.0,120.855,10.494,10.494
2022-01-10,22:30,87.552,0.0,118.722,10.394,10.394
2022-01-10,23:00,87.216,0.0,116.323,10.145,10.145
2022-01-10,23:30,87.24,0.0,101.227,8.831,8.831
2022-01-11,00:00,86.808,0.0,84.148,7.305,7.305
2022-01-11,00:30,87.168,0.0,82.331,7.177,7.177
2022-01-11,01:00,87.0,0.0,80.771,7.027,7.027
2022-01-11,01:30,86.952,0.0,82.338,7.159,7.159
2022-01-11,02:00,86.328,0.0,79.518,6.865,6.865
2022-01-11,02:30,87.096,0.0,79.897,6.959,6.959
2022-01-11,03:00,86.232,0.0,76.261,6.576,6.576
2022-01-11,03:30,86.976,0.0,76.598,6.662,6.662
2022-01-11,04:00,86.472,0.0,78.623,6.799,6.799
2022-01-11,04:30,87.288,0.0,75.894,6.625,6.625
2022-01-11,05:00,85.968,0.0,69.084,5.939,5.939
2022-01-11,05:30,86.448,0.0,77.503,6.7,6.7
2022-01-11,06:00,86.28,0.105,96.934,8.353,8.363
2022-01-11,06:30,86.184,0.105,104.567,9.001,9.012
2022-01-11,07:00,86.352,1.43,110.981,9.425,9.583
2022-01-11,07:30,86.712,1.43,111.314,9.493,9.652
2022-01-11,08:00,86.184,3.305,113.654,9.42,9.795
2022-01-11,08:30,85.992,3.305,115.16,9.522,9.903
2022-01-11,09:00,87.696,6.85,115.757,9.359,10.151
2022-01-11,09:30,87.912,6.85,112.017,9.08,9.848
2022-01-11,10:00,88.272,9.96,111.013,8.694,9.799
2022-01-11,10:30,88.752,9.96,107.788,8.493,9.566
2022-01-11,11:00,88.656,8.48,100.108,8.026,8.875
2022-01-11,11:30,88.752,8.48,95.469,7.664,8.473
2022-01-11,12:00,88.536,9.995,92.971,7.302,8.231
2022-01-11,12:30,89.088,9.995,92.868,7.345,8.273
2022-01-11,13:00,90.6,8.65,90.726,7.435,8.22
2022-01-11,13:30,90.288,8.65,91.037,7.432,8.22
2022-01-11,14:00,89.664,16.385,89.459,6.555,8.021
2022-01-11,14:30,90.432,16.385,82.64,6.119,7.473
2022-01-11,15:00,88.656,18.575,81.44,5.707,7.22
2022-01-11,15:30,90.696,18.575,87.917,6.341,7.974
2022-01-11,16:00,87.744,12.505,88.793,6.681,7.791
2022-01-11,16:30,87.24,12.505,85.469,6.388,7.456
2022-01-11,17:00,87.312,9.16,87.355,6.827,7.627
2022-01-11,17:30,86.376,9.16,91.796,7.088,7.929
2022-01-11,18:00,87.984,5.63,93.462,7.697,8.223
2022-01-11,18:30,86.28,5.63,93.908,7.574,8.102
2022-01-11,19:00,87.12,2.665,96.56,8.155,8.412
2022-01-11,19:30,86.568,2.665,94.07,7.893,8.143
2022-01-11,20:00,86.04,0.95,90.425,7.694,7.78
2022-01-11,20:30,87.264,0.95,89.101,7.691,7.775
2022-01-11,21:00,86.088,0.0,101.725,8.757,8.757
2022-01-11,21:30,86.712,0.0,106.375,9.224,9.224
2022-01-11,22:00,89.256,0.0,103.413,9.23,9.23
2022-01-11,22:30,88.32,0.0,105.116,9.284,9.284
2022-01-11,23:00,88.584,0.0,100.594,8.911,8.911
2022-01-11,23:30,87.984,0.0,90.084,7.926,7.926
2022-01-12,00:00,86.832,0.0,84.106,7.303,7.303
2022-01-12,00:30,85.896,0.0,77.718,6.676,6.676
2022-01-12,01:00,86.184,0.0,80.888,6.971,6.971
2022-01-12,01:30,85.968,0.0,82.096,7.058,7.058
2022-01-12,02:00,85.776,0.0,93.779,8.044,8.044
2022-01-12,02:30,85.704,0.0,102.597,8.793,8.793
2022-01-12,03:00,85.824,0.0,105.008,9.012,9.012
2022-01-12,03:30,85.536,0.0,103.03,8.813,8.813
2022-01-12,04:00,85.8,0.0,92.278,7.917,7.917
2022-01-12,04:30,85.56,0.0,83.475,7.142,7.142
2022-01-12,05:00,85.584,0.0,85.065,7.28,7.28
2022-01-12,05:30,85.608,0.0,81.721,6.996,6.996
2022-01-12,06:00,85.608,0.355,89.829,7.658,7.69
2022-01-12,06:30,85.656,0.355,93.524,7.978,8.011
2022-01-12,07:00,85.68,3.6,96.837,7.948,8.297
2022-01-12,07:30,85.296,3.6,103.388,8.446,8.819
2022-01-12,08:00,85.8,7.815,102.509,7.994,8.795
2022-01-12,08:30,85.584,7.815,99.219,7.716,8.492
2022-01-12,09:00,86.256,10.18,97.576,7.423,8.416
2022-01-12,09:30,87.672,10.18,97.089,7.524,8.512
2022-01-12,10:00,87.624,15.635,96.981,6.982,8.498
2022-01-12,10:30,87.36,15.635,96.833,6.945,8.459
2022-01-12,11:00,87.768,16.46,100.554,7.17,8.825
2022-01-12,11:30,87.864,16.46,100.828,7.2,8.859
2022-01-12,12:00,87.696,13.555,102.695,7.614,9.006
2022-01-12,12:30,87.744,13.555,103.906,7.709,9.117
2022-01-12,13:00,88.08,14.145,101.138,7.478,8.908
2022-01-12,13:30,88.896,14.145,98.56,7.367,8.762
2022-01-12,14:00,87.48,16.085,96.441,6.885,8.437
2022-01-12,14:30,87.792,16.085,95.85,6.873,8.415
2022-01-12,15:00,87.96,12.275,94.405,7.145,8.304
2022-01-12,15:30,87.888,12.275,92.018,6.958,8.087
2022-01-12,16:00,86.376,8.025,93.947,7.361,8.115
2022-01-12,16:30,86.256,8.025,96.754,7.569,8.346
2022-01-12,17:00,86.112,8.015,102.389,7.996,8.817
2022-01-12,17:30,76.272,8.015,100.147,6.836,7.638
2022-01-12,18:00,74.088,6.975,101.29,6.798,7.504
2022-01-12,18:30,85.2,6.975,103.206,8.073,8.793
2022-01-12,19:00,85.56,4.67,101.005,8.17,8.642
2022-01-12,19:30,85.008,4.67,102.311,8.219,8.697
2022-01-12,20:00,85.008,1.1,105.721,8.871,8.987
2022-01-12,20:30,85.32,1.1,108.223,9.115,9.234
2022-01-12,21:00,84.6,0.0,109.921,9.299,9.299
2022-01-12,21:30,85.68,0.0,110.634,9.479,9.479
2022-01-12,22:00,85.512,0.0,102.998,8.808,8.808
2022-01-12,22:30,83.928,0.0,103.631,8.698,8.698
2022-01-12,23:00,84.336,0.0,91.516,7.718,7.718
2022-01-12,23:30,83.856,0.0,96.735,8.112,8.112
2022-01-13,00:00,84.312,0.0,92.879,7.831,7.831
2022-01-13,00:30,83.952,0.0,92.473,7.763,7.763
2022-01-13,01:00,83.424,0.0,88.228,7.36,7.36
2022-01-13,01:30,83.736,0.0,89.749,7.515,7.515
2022-01-13,02:00,83.328,0.0,94.452,7.87,7.87
2022-01-13,02:30,83.4,0.0,93.202,7.773,7.773
2022-01-13,03:00,83.712,0.0,93.309,7.811,7.811
2022-01-13,03:30,83.208,0.0,92.888,7.729,7.729
2022-01-13,04:00,83.136,0.0,91.33,7.593,7.593
2022-01-13,04:30,83.424,0.0,89.845,7.495,7.495
2022-01-13,05:00,82.776,0.0,85.79,7.101,7.101
2022-01-13,05:30,83.064,0.0,82.226,6.83,6.83
2022-01-13,06:00,83.112,0.49,89.135,7.364,7.408
2022-01-13,06:30,82.848,0.49,104.194,8.581,8.632
2022-01-13,07:00,82.704,3.83,104.469,8.24,8.64
2022-01-13,07:30,82.92,3.83,106.304,8.408,8.815
2022-01-13,08:00,83.04,10.365,104.313,7.581,8.662
2022-01-13,08:30,82.896,10.365,105.555,7.656,8.75
2022-01-13,09:00,83.088,17.11,102.522,6.764,8.518
2022-01-13,09:30,84.36,17.11,101.594,6.832,8.57
2022-01-13,10:00,84.696,22.76,101.548,6.289,8.601
2022-01-13,10:30,84.576,22.76,101.425,6.27,8.578
2022-01-13,11:00,84.504,24.955,101.81,6.063,8.603
2022-01-13,11:30,85.008,24.955,101.126,6.073,8.597
2022-01-13,12:00,84.792,17.79,101.646,6.811,8.619
2022-01-13,12:30,84.84,17.79,101.95,6.836,8.649
2022-01-13,13:00,84.744,16.37,98.028,6.703,8.307
2022-01-13,13:30,83.976,16.37,98.57,6.664,8.278
2022-01-13,14:00,83.76,15.43,100.05,6.836,8.38
2022-01-13,14:30,83.664,15.43,99.822,6.811,8.351
2022-01-13,15:00,83.688,14.355,98.707,6.844,8.261
2022-01-13,15:30,84.696,14.355,99.19,6.977,8.401
2022-01-13,16:00,84.168,13.19,103.078,7.316,8.676
2022-01-13,16:30,84.312,13.19,103.558,7.365,8.731
2022-01-13,17:00,84.168,10.62,105.04,7.726,8.841
2022-01-13,17:30,84.528,10.62,106.905,7.901,9.037
2022-01-13,18:00,85.008,6.56,106.453,8.351,9.049
2022-01-13,18:30,84.288,6.56,108.385,8.425,9.136
2022-01-13,19:00,84.984,3.5,108.761,8.862,9.243
2022-01-13,19:30,84.408,3.5,110.174,8.914,9.3
2022-01-13,20:00,84.504,1.0,109.878,9.175,9.285
2022-01-13,20:30,84.216,1.0,109.514,9.113,9.223
2022-01-13,21:00,84.264,0.0,114.533,9.651,9.651
2022-01-13,21:30,84.504,0.0,111.448,9.418,9.418
2022-01-13,22:00,84.024,0.0,106.443,8.944,8.944
2022-01-13,22:30,84.288,0.0,99.252,8.366,8.366
2022-01-13,23:00,84.168,0.0,97.648,8.219,8.219
2022-01-13,23:30,84.0,0.0,97.887,8.223,8.223
2022-01-14,00:00,84.0,0.0,96.951,8.144,8.144
2022-01-14,00:30,83.736,0.0,99.644,8.344,8.344
2022-01-14,01:00,84.096,0.0,102.441,8.615,8.615
2022-01-14,01:30,84.216,0.0,96.607,8.136,8.136
2022-01-14,02:00,83.28,0.0,97.772,8.142,8.142
2022-01-14,02:30,83.928,0.0,99.032,8.312,8.312
2022-01-14,03:00,83.736,0.0,99.76,8.354,8.354
2022-01-14,03:30,83.616,0.0,100.847,8.432,8.432
2022-01-14,04:00,83.808,0.0,100.701,8.44,8.44
2022-01-14,04:30,83.664,0.0,98.846,8.27,8.27
2022-01-14,05:00,83.544,0.0,94.917,7.93,7.93
2022-01-14,05:30,83.496,0.0,90.438,7.551,7.551
2022-01-14,06:00,83.184,0.385,96.742,8.01,8.047
2022-01-14,06:30,83.568,0.385,99.862,8.307,8.345
2022-01-14,07:00,83.688,3.625,101.059,8.091,8.457
2022-01-14,07:30,83.064,3.625,102.997,8.182,8.555
2022-01-14,08:00,83.496,8.32,107.58,8.087,8.983
2022-01-14,08:30,83.424,8.32,107.875,8.102,8.999
2022-01-14,09:00,84.12,13.8,108.294,7.615,9.11
2022-01-14,09:30,83.712,13.8,108.379,7.577,9.073
2022-01-14,10:00,83.76,18.49,106.065,6.923,8.884
2022-01-14,10:30,84.336,18.49,103.127,6.791,8.697
2022-01-14,11:00,83.76,22.045,107.54,6.637,9.008
2022-01-14,11:30,84.984,22.045,108.324,6.818,9.206
2022-01-14,12:00,85.032,23.57,101.381,6.231,8.621
2022-01-14,12:30,84.768,23.57,99.583,6.094,8.441
2022-01-14,13:00,85.056,24.15,98.898,6.023,8.412
2022-01-14,13:30,85.56,24.15,99.081,6.085,8.477
2022-01-14,14:00,85.056,24.28,98.933,6.013,8.415
2022-01-14,14:30,85.512,24.28,96.112,5.885,8.219
2022-01-14,15:00,85.656,21.89,92.328,5.887,7.908
2022-01-14,15:30,85.848,21.89,92.64,5.925,7.953
2022-01-14,16:00,85.944,19.095,89.794,6.003,7.717
2022-01-14,16:30,85.464,19.095,89.022,5.908,7.608
2022-01-14,17:00,85.704,14.8,93.774,6.649,8.037
2022-01-14,17:30,85.464,14.8,96.406,6.812,8.239
2022-01-14,18:00,86.304,9.595,102.582,7.869,8.853
2022-01-14,18:30,85.896,9.595,108.683,8.293,9.335
2022-01-14,19:00,85.608,4.635,107.869,8.734,9.234
2022-01-14,19:30,85.464,4.635,100.867,8.153,8.621
2022-01-14,20:00,85.392,0.875,98.13,8.294,8.38
2022-01-14,20:30,85.44,0.875,100.489,8.498,8.586
2022-01-14,21:00,84.24,0.0,103.591,8.726,8.726
2022-01-14,21:30,85.32,0.0,102.734,8.765,8.765
2022-01-14,22:00,84.432,0.0,103.983,8.78,8.78
2022-01-14,22:30,85.104,0.0,102.715,8.741,8.741
2022-01-14,23:00,84.936,0.0,100.576,8.543,8.543
2022-01-14,23:30,84.624,0.0,92.675,7.843,7.843
2022-01-15,00:00,85.008,0.0,75.596,6.426,6.426
2022-01-15,00:30,84.264,0.0,73.535,6.196,6.196
2022-01-15,01:00,84.864,0.0,68.286,5.795,5.795
2022-01-15,01:30,84.48,0.0,66.931,5.654,5.654
2022-01-15,02:00,83.952,0.0,68.453,5.747,5.747
2022-01-15,02:30,83.952,0.0,70.001,5.877,5.877
2022-01-15,03:00,84.096,0.0,70.563,5.934,5.934
2022-01-15,03:30,83.76,0.0,71.214,5.965,5.965
2022-01-15,04:00,83.904,0.0,70.969,5.955,5.955
2022-01-15,04:30,83.904,0.0,69.727,5.85,5.85
2022-01-15,05:00,83.352,0.0,69.065,5.757,5.757
2022-01-15,05:30,84.024,0.0,66.687,5.603,5.603
2022-01-15,06:00,83.064,0.365,66.237,5.478,5.502
2022-01-15,06:30,83.568,0.365,67.024,5.577,5.601
2022-01-15,07:00,83.472,3.66,63.813,5.093,5.327
2022-01-15,07:30,83.52,3.66,77.01,6.15,6.432
2022-01-15,08:00,83.496,9.19,95.628,7.106,7.985
2022-01-15,08:30,84.24,9.19,95.78,7.188,8.069
2022-01-15,09:00,83.616,15.42,92.038,6.277,7.696
2022-01-15,09:30,84.6,15.42,90.976,6.294,7.697
2022-01-15,10:00,84.432,20.845,90.245,5.738,7.62
2022-01-15,10:30,83.928,20.845,90.767,5.726,7.618
2022-01-15,11:00,84.84,24.655,92.15,5.546,7.818
2022-01-15,11:30,84.288,24.655,92.566,5.52,7.802
2022-01-15,12:00,85.032,24.955,92.569,5.561,7.871
2022-01-15,12:30,84.864,24.955,93.499,5.601,7.935
2022-01-15,13:00,84.816,24.955,93.634,5.605,7.942
2022-01-15,13:30,84.888,24.955,95.107,5.7,8.073
2022-01-15,14:00,85.104,24.955,95.102,5.72,8.094
2022-01-15,14:30,85.152,24.955,93.689,5.64,7.978
2022-01-15,15:00,85.032,24.43,92.744,5.62,7.886
2022-01-15,15:30,85.584,24.43,94.912,5.804,8.123
2022-01-15,16:00,85.776,20.79,100.467,6.529,8.618
2022-01-15,16:30,85.104,20.79,100.008,6.432,8.511
2022-01-15,17:00,85.032,16.015,95.999,6.626,8.163
2022-01-15,17:30,85.728,16.015,94.371,6.579,8.09
2022-01-15,18:00,85.536,10.175,95.272,7.18,8.149
2022-01-15,18:30,85.296,10.175,93.902,7.054,8.009
2022-01-15,19:00,85.488,4.715,98.903,7.989,8.455
2022-01-15,19:30,84.768,4.715,96.907,7.758,8.215
2022-01-15,20:00,84.936,0.73,98.377,8.284,8.356
2022-01-15,20:30,85.008,0.73,98.926,8.337,8.41
2022-01-15,21:00,85.032,0.0,98.24,8.354,8.354
2022-01-15,21:30,85.056,0.0,99.844,8.492,8.492
2022-01-15,22:00,85.344,0.0,102.34,8.734,8.734
2022-01-15,22:30,84.6,0.0,102.082,8.636,8.636
2022-01-15,23:00,84.168,0.0,103.825,8.739,8.739
2022-01-15,23:30,84.864,0.0,95.877,8.137,8.137
2022-01-16,00:00,84.624,0.0,83.035,7.027,7.027
2022-01-16,00:30,85.056,0.0,84.63,7.198,7.198
2022-01-16,01:00,84.216,0.0,74.342,6.261,6.261
2022-01-16,01:30,84.984,0.0,74.06,6.294,6.294
2022-01-16,02:00,84.048,0.0,73.382,6.168,6.168
2022-01-16,02:30,84.144,0.0,74.874,6.3,6.3
2022-01-16,03:00,84.264,0.0,74.116,6.245,6.245
2022-01-16,03:30,84.36,0.0,74.9,6.319,6.319
2022-01-16,04:00,84.456,0.0,76.537,6.464,6.464
2022-01-16,04:30,84.312,0.0,75.717,6.384,6.384
2022-01-16,05:00,84.168,0.0,73.592,6.194,6.194
2022-01-16,05:30,84.576,0.0,71.77,6.07,6.07
2022-01-16,06:00,83.88,0.345,70.257,5.869,5.893
2022-01-16,06:30,84.168,0.345,69.194,5.8,5.824
2022-01-16,07:00,84.192,3.52,67.052,5.409,5.645
2022-01-16,07:30,83.976,3.52,76.093,6.122,6.39
2022-01-16,08:00,83.952,8.745,96.462,7.255,8.098
2022-01-16,08:30,84.768,8.745,106.498,8.096,9.028
2022-01-16,09:00,84.216,14.51,98.216,6.846,8.271
2022-01-16,09:30,84.528,14.51,94.063,6.586,7.951
2022-01-16,10:00,84.504,19.235,96.625,6.307,8.165
2022-01-16,10:30,84.912,19.235,96.24,6.321,8.172
2022-01-16,11:00,84.456,22.92,94.447,5.812,7.977
2022-01-16,11:30,84.84,22.92,94.381,5.844,8.007
2022-01-16,12:00,84.624,24.955,95.189,5.68,8.055
2022-01-16,12:30,85.656,24.955,94.118,5.713,8.062
2022-01-16,13:00,85.32,24.955,95.945,5.792,8.186
2022-01-16,13:30,84.96,24.955,101.551,6.094,8.628
2022-01-16,14:00,85.584,24.955,95.321,5.779,8.158
2022-01-16,14:30,86.016,24.955,94.918,5.796,8.164
2022-01-16,15:00,85.56,22.61,94.205,5.93,8.06
2022-01-16,15:30,85.008,22.61,94.632,5.905,8.044
2022-01-16,16:00,85.68,19.33,101.615,6.742,8.706
2022-01-16,16:30,86.04,19.33,105.422,7.033,9.07
2022-01-16,17:00,85.992,14.98,105.972,7.525,9.113
2022-01-16,17:30,85.968,14.98,105.834,7.513,9.098
2022-01-16,18:00,85.896,9.695,107.009,8.154,9.192
2022-01-16,18:30,85.272,9.695,104.806,7.921,8.937
2022-01-16,19:00,86.016,4.625,106.511,8.669,9.162
2022-01-16,19:30,85.392,4.625,106.629,8.612,9.105
2022-01-16,20:00,85.344,0.86,105.941,8.95,9.041
2022-01-16,20:30,85.176,0.86,99.721,8.408,8.494
2022-01-16,21:00,85.272,0.0,95.257,8.123,8.123
2022-01-16,21:30,85.44,0.0,91.257,7.797,7.797
2022-01-16,22:00,85.08,0.0,94.204,8.015,8.015
2022-01-16,22:30,85.224,0.0,98.695,8.411,8.411
2022-01-16,23:00,85.392,0.0,100.031,8.542,8.542
2022-01-16,23:30,86.808,0.0,94.434,8.198,8.198
2022-01-17,00:00,85.848,0.0,79.582,6.832,6.832
2022-01-17,00:30,85.2,0.0,81.53,6.946,6.946
2022-01-17,01:00,85.392,0.0,76.129,6.501,6.501
2022-01-17,01:30,85.824,0.0,76.399,6.557,6.557
2022-01-17,02:00,85.344,0.0,77.554,6.619,6.619
2022-01-17,02:30,85.8,0.0,77.359,6.637,6.637
2022-01-17,03:00,85.392,0.0,78.854,6.733,6.733
2022-01-17,03:30,85.224,0.0,79.857,6.806,6.806
2022-01-17,04:00,85.488,0.0,81.062,6.93,6.93
2022-01-17,04:30,85.584,0.0,83.815,7.173,7.173
2022-01-17,05:00,85.512,0.0,84.227,7.202,7.202
2022-01-17,05:30,85.464,0.0,95.389,8.152,8.152
2022-01-17,06:00,85.272,0.465,104.003,8.82,8.869
2022-01-17,06:30,85.584,0.465,117.79,10.026,10.081
2022-01-17,07:00,85.656,3.775,119.268,9.766,10.216
2022-01-17,07:30,85.392,3.775,119.652,9.766,10.217
2022-01-17,08:00,85.416,9.185,119.27,9.092,10.188
2022-01-17,08:30,85.464,9.185,123.12,9.391,10.522
2022-01-17,09:00,85.824,15.365,125.297,8.828,10.754
2022-01-17,09:30,85.968,15.365,120.846,8.532,10.389
2022-01-17,10:00,86.88,19.665,112.11,7.535,9.74
2022-01-17,10:30,86.928,19.665,112.614,7.575,9.789
2022-01-17,11:00,87.576,22.89,110.309,7.135,9.66
2022-01-17,11:30,87.552,22.89,111.09,7.183,9.726
2022-01-17,12:00,87.864,18.905,112.144,7.733,9.853
2022-01-17,12:30,87.48,18.905,117.456,8.055,10.275
2022-01-17,13:00,88.008,17.275,118.431,8.377,10.423
2022-01-17,13:30,88.272,17.275,117.979,8.376,10.414
2022-01-17,14:00,87.648,17.055,117.559,8.299,10.304
2022-01-17,14:30,88.272,17.055,116.579,8.302,10.291
2022-01-17,15:00,88.2,16.7,119.096,8.515,10.504
2022-01-17,15:30,87.504,16.7,120.105,8.504,10.51
2022-01-17,16:00,88.152,13.8,118.824,8.835,10.475
2022-01-17,16:30,87.888,13.8,122.787,9.097,10.792
2022-01-17,17:00,87.528,9.95,116.059,9.004,10.158
2022-01-17,17:30,86.928,9.95,113.663,8.75,9.88
2022-01-17,18:00,86.592,4.335,115.297,9.484,9.984
2022-01-17,18:30,87.552,4.335,116.319,9.68,10.184
2022-01-17,19:00,86.76,1.96,119.063,10.097,10.33
2022-01-17,19:30,86.4,1.96,123.499,10.428,10.67
2022-01-17,20:00,87.288,0.22,124.938,10.878,10.906
2022-01-17,20:30,86.04,0.22,115.793,9.937,9.963
2022-01-17,21:00,85.656,0.0,105.572,9.043,9.043
2022-01-17,21:30,87.384,0.0,120.321,10.514,10.514
2022-01-17,22:00,86.52,0.0,134.341,11.623,11.623
2022-01-17,22:30,85.944,0.0,134.477,11.557,11.557
2022-01-17,23:00,85.776,0.0,135.222,11.599,11.599
2022-01-17,23:30,85.944,0.0,139.559,11.994,11.994
2022-01-18,00:00,86.28,0.0,139.598,12.045,12.045
2022-01-18,00:30,86.256,0.0,147.827,12.751,12.751
2022-01-18,01:00,86.664,0.0,157.85,13.68,13.68
2022-01-18,01:30,85.464,0.0,165.072,14.108,14.108
2022-01-18,02:00,85.752,0.0,165.341,14.178,14.178
2022-01-18,02:30,86.016,0.0,170.121,14.633,14.633
2022-01-18,03:00,85.632,0.0,172.132,14.74,14.74
2022-01-18,03:30,85.776,0.0,171.61,14.72,14.72
2022-01-18,04:00,85.104,0.0,166.6,14.178,14.178
2022-01-18,04:30,85.8,0.0,170.753,14.651,14.651
2022-01-18,05:00,85.368,0.0,166.638,14.226,14.226
2022-01-18,05:30,85.704,0.0,170.144,14.582,14.582
2022-01-18,06:00,85.272,0.325,171.761,14.591,14.646
2022-01-18,06:30,85.584,0.325,163.151,13.91,13.963
2022-01-18,07:00,85.272,3.385,166.353,13.622,14.185
2022-01-18,07:30,85.416,3.385,163.733,13.431,13.985
2022-01-18,08:00,85.8,8.545,164.399,12.701,14.105
2022-01-18,08:30,85.872,8.545,164.855,12.748,14.156
2022-01-18,09:00,86.472,14.02,162.482,11.772,14.05
2022-01-18,09:30,87.144,14.02,157.212,11.496,13.7
2022-01-18,10:00,87.12,18.8,155.791,10.644,13.573
2022-01-18,10:30,87.504,18.8,146.995,10.099,12.863
2022-01-18,11:00,87.312,21.475,136.545,8.99,11.922
2022-01-18,11:30,87.624,21.475,138.749,9.178,12.158
2022-01-18,12:00,87.384,23.595,139.197,8.879,12.164
2022-01-18,12:30,87.408,23.595,133.361,8.51,11.657
2022-01-18,13:00,87.864,23.95,138.402,8.846,12.161
2022-01-18,13:30,88.008,23.95,137.823,8.829,12.13
2022-01-18,14:00,88.056,23.99,136.58,8.75,12.027
2022-01-18,14:30,88.656,23.99,139.933,9.049,12.406
2022-01-18,15:00,88.272,22.335,139.919,9.226,12.351
2022-01-18,15:30,87.888,22.335,139.945,9.174,12.299
2022-01-18,16:00,88.512,18.995,139.644,9.708,12.36
2022-01-18,16:30,88.44,18.995,132.42,9.196,11.711
2022-01-18,17:00,88.272,14.775,125.755,9.243,11.101
2022-01-18,17:30,88.368,14.775,126.884,9.338,11.212
2022-01-18,18:00,87.936,9.28,127.369,10.018,11.2
2022-01-18,18:30,88.152,9.28,129.269,10.196,11.395
2022-01-18,19:00,86.928,4.3,132.712,10.966,11.536
2022-01-18,19:30,86.88,4.3,129.904,10.728,11.286
2022-01-18,20:00,87.264,0.68,131.93,11.423,11.513
2022-01-18,20:30,86.352,0.68,134.113,11.49,11.581
2022-01-18,21:00,86.16,0.0,133.16,11.473,11.473
2022-01-18,21:30,86.856,0.0,136.972,11.897,11.897
2022-01-18,22:00,86.808,0.0,134.062,11.638,11.638
2022-01-18,22:30,86.496,0.0,138.857,12.011,12.011
2022-01-18,23:00,85.896,0.0,139.136,11.951,11.951
2022-01-18,23:30,86.832,0.0,132.126,11.473,11.473
2022-01-19,00:00,86.16,0.0,121.958,10.508,10.508
2022-01-19,00:30,86.4,0.0,119.989,10.367,10.367
2022-01-19,01:00,86.016,0.0,122.666,10.551,10.551
2022-01-19,01:30,86.016,0.0,116.063,9.983,9.983
2022-01-19,02:00,85.92,0.0,112.826,9.694,9.694
2022-01-19,02:30,86.232,0.0,113.871,9.819,9.819
2022-01-19,03:00,86.184,0.0,109.213,9.412,9.412
2022-01-19,03:30,85.992,0.0,110.993,9.545,9.545
2022-01-19,04:00,86.256,0.0,109.464,9.442,9.442
2022-01-19,04:30,85.704,0.0,108.376,9.288,9.288
2022-01-19,05:00,86.88,0.0,109.553,9.518,9.518
2022-01-19,05:30,85.752,0.0,111.292,9.543,9.543
2022-01-19,06:00,85.896,0.165,114.38,9.806,9.825
2022-01-19,06:30,85.824,0.165,121.98,10.449,10.469
2022-01-19,07:00,85.68,2.63,119.45,9.92,10.234
2022-01-19,07:30,85.56,2.63,118.207,9.803,10.114
2022-01-19,08:00,86.184,5.42,122.508,9.894,10.558
2022-01-19,08:30,86.232,5.42,120.603,9.746,10.4
2022-01-19,09:00,87.48,8.71,122.279,9.632,10.697
2022-01-19,09:30,87.216,8.71,122.177,9.592,10.656
2022-01-19,10:00,88.008,9.705,117.468,9.198,10.338
2022-01-19,10:30,87.48,9.705,117.131,9.11,10.247
2022-01-19,11:00,87.648,11.67,116.513,8.852,10.212
2022-01-19,11:30,88.32,11.67,115.611,8.862,10.211
2022-01-19,12:00,88.032,16.175,113.987,8.191,10.035
2022-01-19,12:30,88.224,16.175,116.183,8.371,10.25
2022-01-19,13:00,88.752,16.5,117.065,8.458,10.39
2022-01-19,13:30,88.56,16.5,113.639,8.189,10.064
2022-01-19,14:00,89.664,20.265,112.867,7.833,10.12
2022-01-19,14:30,91.032,20.265,111.199,7.869,10.123
2022-01-19,15:00,89.28,18.185,113.895,8.097,10.169
2022-01-19,15:30,89.088,18.185,114.096,8.09,10.165
2022-01-19,16:00,90.576,13.26,110.186,8.519,9.98
2022-01-19,16:30,88.056,13.26,113.775,8.51,10.019
