Date,TP,Consumption(kWh),SolarGen(kWh),CI(g/kWh),CE_with_solar(kg),CE_without_solar(kg)
2022-08-14,04:30,81.36,0.0,64.781,5.271,5.271
2022-08-14,05:00,81.408,0.0,64.389,5.242,5.242
2022-08-14,05:30,81.432,0.0,62.69,5.105,5.105
2022-08-14,06:00,81.408,0.0,62.963,5.126,5.126
2022-08-14,06:30,81.312,0.0,62.353,5.07,5.07
2022-08-14,07:00,81.144,0.065,61.909,5.02,5.024
2022-08-14,07:30,81.096,0.065,66.251,5.368,5.373
2022-08-14,08:00,80.976,4.4,69.982,5.359,5.667
2022-08-14,08:30,81.168,4.4,67.525,5.184,5.481
2022-08-14,09:00,81.168,9.445,67.534,4.844,5.482
2022-08-14,09:30,81.288,9.445,68.789,4.942,5.592
2022-08-14,10:00,81.504,13.81,67.129,4.544,5.471
2022-08-14,10:30,81.936,13.81,66.518,4.532,5.45
2022-08-14,11:00,81.456,16.655,63.554,4.118,5.177
2022-08-14,11:30,82.152,16.655,63.819,4.18,5.243
2022-08-14,12:00,81.912,17.175,68.538,4.437,5.614
2022-08-14,12:30,82.224,17.175,67.498,4.391,5.55
2022-08-14,13:00,81.84,16.28,68.72,4.505,5.624
2022-08-14,13:30,82.176,16.28,71.256,4.695,5.856
2022-08-14,14:00,82.032,13.605,71.364,4.883,5.854
2022-08-14,14:30,82.248,13.605,74.507,5.114,6.128
2022-08-14,15:00,82.32,9.495,74.382,5.417,6.123
2022-08-14,15:30,82.896,9.495,72.933,5.353,6.046
2022-08-14,16:00,83.016,4.9,73.732,5.76,6.121
2022-08-14,16:30,83.088,4.9,76.724,5.999,6.375
2022-08-14,17:00,82.824,0.145,82.45,6.817,6.829
2022-08-14,17:30,82.368,0.145,84.113,6.916,6.928
2022-08-14,18:00,82.488,0.0,90.546,7.469,7.469
2022-08-14,18:30,82.032,0.0,99.893,8.194,8.194
2022-08-14,19:00,82.248,0.0,97.183,7.993,7.993
2022-08-14,19:30,82.176,0.0,98.599,8.102,8.102
2022-08-14,20:00,82.296,0.0,95.914,7.893,7.893
2022-08-14,20:30,82.008,0.0,91.958,7.541,7.541
2022-08-14,21:00,82.32,0.0,89.382,7.358,7.358
2022-08-14,21:30,83.112,0.0,78.971,6.563,6.563
2022-08-14,22:00,82.08,0.0,62.033,5.092,5.092
2022-08-14,22:30,82.008,0.0,55.139,4.522,4.522
2022-08-14,23:00,81.936,0.0,55.855,4.577,4.577
2022-08-14,23:30,81.792,0.0,44.305,3.624,3.624
2022-08-15,00:00,81.624,0.0,41.971,3.426,3.426
2022-08-15,00:30,81.264,0.0,43.519,3.537,3.537
2022-08-15,01:00,81.6,0.0,44.207,3.607,3.607
2022-08-15,01:30,81.312,0.0,44.765,3.64,3.64
2022-08-15,02:00,81.48,0.0,43.809,3.57,3.57
2022-08-15,02:30,81.72,0.0,44.085,3.603,3.603
2022-08-15,03:00,81.528,0.0,43.963,3.584,3.584
2022-08-15,03:30,81.168,0.0,44.193,3.587,3.587
2022-08-15,04:00,81.288,0.0,43.635,3.547,3.547
2022-08-15,04:30,81.312,0.0,57.228,4.653,4.653
2022-08-15,05:00,81.192,0.0,58.002,4.709,4.709
2022-08-15,05:30,81.432,0.0,57.099,4.65,4.65
2022-08-15,06:00,81.216,0.0,74.801,6.075,6.075
2022-08-15,06:30,81.216,0.0,86.507,7.026,7.026
2022-08-15,07:00,55.92,0.075,101.776,5.684,5.691
2022-08-15,07:30,0.0,0.075,106.583,0.0,0.0
2022-08-15,08:00,0.0,4.38,104.759,0.0,0.0
2022-08-15,08:30,0.0,4.38,102.818,0.0,0.0
2022-08-15,09:00,0.0,9.475,97.281,0.0,0.0
2022-08-15,09:30,0.0,9.475,92.989,0.0,0.0
2022-08-15,10:00,25.536,13.235,88.147,1.084,2.251
2022-08-15,10:30,81.192,13.235,82.329,5.595,6.684
2022-08-15,11:00,81.288,15.875,86.355,5.649,7.02
2022-08-15,11:30,80.736,15.875,86.345,5.6,6.971
2022-08-15,12:00,81.384,17.08,81.663,5.251,6.646
2022-08-15,12:30,80.856,17.08,85.626,5.461,6.923
2022-08-15,13:00,81.624,16.44,86.948,5.668,7.097
2022-08-15,13:30,81.816,16.44,87.595,5.727,7.167
2022-08-15,14:00,81.768,14.01,87.416,5.923,7.148
2022-08-15,14:30,81.696,14.01,89.973,6.09,7.35
2022-08-15,15:00,81.96,9.93,89.641,6.457,7.347
2022-08-15,15:30,80.784,9.93,88.983,6.305,7.188
2022-08-15,16:00,80.664,5.03,96.308,7.284,7.769
2022-08-15,16:30,80.808,5.03,101.428,7.686,8.196
2022-08-15,17:00,80.352,0.155,100.417,8.053,8.069
2022-08-15,17:30,80.976,0.155,113.559,9.178,9.196
2022-08-15,18:00,9.624,0.0,120.24,1.157,1.157
2022-08-15,18:30,0.0,0.0,119.828,0.0,0.0
2022-08-15,19:00,70.584,0.0,119.874,8.461,8.461
2022-08-15,19:30,79.776,0.0,119.219,9.511,9.511
2022-08-15,20:00,79.848,0.0,119.483,9.54,9.54
2022-08-15,20:30,80.04,0.0,104.977,8.402,8.402
2022-08-15,21:00,79.896,0.0,94.056,7.515,7.515
2022-08-15,21:30,79.968,0.0,86.1,6.885,6.885
2022-08-15,22:00,80.232,0.0,78.381,6.289,6.289
2022-08-15,22:30,80.52,0.0,71.115,5.726,5.726
2022-08-15,23:00,80.64,0.0,57.295,4.62,4.62
2022-08-15,23:30,80.472,0.0,44.196,3.557,3.557
2022-08-16,00:00,80.616,0.0,42.008,3.387,3.387
2022-08-16,00:30,80.688,0.0,44.723,3.609,3.609
2022-08-16,01:00,80.16,0.0,46.973,3.765,3.765
2022-08-16,01:30,80.736,0.0,48.068,3.881,3.881
2022-08-16,02:00,80.712,0.0,48.827,3.941,3.941
2022-08-16,02:30,80.328,0.0,49.175,3.95,3.95
2022-08-16,03:00,80.544,0.0,48.185,3.881,3.881
2022-08-16,03:30,80.448,0.0,49.143,3.953,3.953
2022-08-16,04:00,80.544,0.0,49.613,3.996,3.996
2022-08-16,04:30,80.424,0.0,49.069,3.946,3.946
2022-08-16,05:00,80.424,0.0,59.667,4.799,4.799
2022-08-16,05:30,80.64,0.0,64.483,5.2,5.2
2022-08-16,06:00,80.376,0.0,70.644,5.678,5.678
2022-08-16,06:30,80.376,0.0,85.799,6.896,6.896
2022-08-16,07:00,80.76,0.07,88.818,7.167,7.173
2022-08-16,07:30,80.208,0.07,86.764,6.953,6.959
2022-08-16,08:00,80.424,1.215,86.393,6.843,6.948
2022-08-16,08:30,80.544,1.215,86.622,6.872,6.977
2022-08-16,09:00,80.304,5.15,81.2,6.102,6.521
2022-08-16,09:30,80.688,5.15,75.691,5.718,6.107
2022-08-16,10:00,80.664,11.955,67.639,4.647,5.456
2022-08-16,10:30,81.144,11.955,66.257,4.584,5.376
2022-08-16,11:00,80.64,15.315,67.317,4.397,5.428
2022-08-16,11:30,81.36,15.315,67.668,4.469,5.505
2022-08-16,12:00,81.096,5.645,68.02,5.132,5.516
2022-08-16,12:30,81.36,5.645,74.395,5.633,6.053
2022-08-16,13:00,81.288,8.86,76.082,5.51,6.185
2022-08-16,13:30,81.336,8.86,76.394,5.537,6.214
2022-08-16,14:00,80.904,10.955,76.247,5.333,6.169
2022-08-16,14:30,80.712,10.955,75.755,5.284,6.114
2022-08-16,15:00,81.12,10.055,75.207,5.345,6.101
2022-08-16,15:30,81.216,10.055,72.941,5.191,5.924
2022-08-16,16:00,80.496,5.92,71.359,5.322,5.744
2022-08-16,16:30,81.048,5.92,78.437,5.893,6.357
2022-08-16,17:00,81.0,0.285,74.882,6.044,6.065
2022-08-16,17:30,81.048,0.285,73.427,5.93,5.951
2022-08-16,18:00,80.952,0.0,73.931,5.985,5.985
2022-08-16,18:30,81.528,0.0,75.051,6.119,6.119
2022-08-16,19:00,81.216,0.0,78.516,6.377,6.377
2022-08-16,19:30,81.12,0.0,80.065,6.495,6.495
2022-08-16,20:00,81.24,0.0,75.948,6.17,6.17
2022-08-16,20:30,81.6,0.0,72.426,5.91,5.91
2022-08-16,21:00,81.552,0.0,69.812,5.693,5.693
2022-08-16,21:30,81.456,0.0,66.199,5.392,5.392
2022-08-16,22:00,81.072,0.0,62.067,5.032,5.032
2022-08-16,22:30,80.784,0.0,60.416,4.881,4.881
2022-08-16,23:00,80.808,0.0,58.313,4.712,4.712
2022-08-16,23:30,80.904,0.0,48.212,3.901,3.901
2022-08-17,00:00,80.856,0.0,45.937,3.714,3.714
2022-08-17,00:30,80.76,0.0,46.946,3.791,3.791
2022-08-17,01:00,80.712,0.0,48.238,3.893,3.893
2022-08-17,01:30,80.88,0.0,48.76,3.944,3.944
2022-08-17,02:00,80.928,0.0,48.871,3.955,3.955
2022-08-17,02:30,80.832,0.0,49.232,3.98,3.98
2022-08-17,03:00,80.688,0.0,50.134,4.045,4.045
2022-08-17,03:30,80.856,0.0,49.926,4.037,4.037
2022-08-17,04:00,80.76,0.0,50.045,4.042,4.042
2022-08-17,04:30,80.616,0.0,50.248,4.051,4.051
2022-08-17,05:00,80.904,0.0,54.812,4.435,4.435
2022-08-17,05:30,80.76,0.0,70.182,5.668,5.668
2022-08-17,06:00,80.472,0.0,74.413,5.988,5.988
2022-08-17,06:30,80.856,0.0,78.558,6.352,6.352
2022-08-17,07:00,80.688,0.115,85.426,6.883,6.893
2022-08-17,07:30,80.352,0.115,85.781,6.883,6.893
2022-08-17,08:00,80.904,2.245,85.952,6.761,6.954
2022-08-17,08:30,80.712,2.245,86.411,6.78,6.974
2022-08-17,09:00,80.736,3.935,84.585,6.496,6.829
2022-08-17,09:30,81.432,3.935,84.919,6.581,6.915
2022-08-17,10:00,82.584,5.39,85.156,6.574,7.033
2022-08-17,10:30,83.376,5.39,83.673,6.525,6.976
2022-08-17,11:00,83.472,6.755,83.747,6.425,6.991
2022-08-17,11:30,83.784,6.755,79.169,6.098,6.633
2022-08-17,12:00,83.064,9.61,75.183,5.523,6.245
2022-08-17,12:30,81.552,9.61,75.665,5.444,6.171
2022-08-17,13:00,81.096,7.935,79.047,5.783,6.41
2022-08-17,13:30,81.648,7.935,78.186,5.763,6.384
2022-08-17,14:00,81.72,6.765,79.947,5.992,6.533
2022-08-17,14:30,81.24,6.765,80.788,6.017,6.563
2022-08-17,15:00,81.504,8.03,80.827,5.939,6.588
2022-08-17,15:30,81.528,8.03,89.328,6.565,7.283
2022-08-17,16:00,81.792,5.375,95.055,7.264,7.775
2022-08-17,16:30,81.264,5.375,98.789,7.497,8.028
2022-08-17,17:00,81.648,0.335,97.683,7.943,7.976
2022-08-17,17:30,81.744,0.335,104.774,8.53,8.565
2022-08-17,18:00,82.056,0.0,106.895,8.771,8.771
2022-08-17,18:30,81.696,0.0,106.294,8.684,8.684
2022-08-17,19:00,81.456,0.0,103.442,8.426,8.426
2022-08-17,19:30,81.576,0.0,100.53,8.201,8.201
2022-08-17,20:00,81.576,0.0,95.647,7.803,7.803
2022-08-17,20:30,81.504,0.0,87.426,7.126,7.126
2022-08-17,21:00,81.456,0.0,77.768,6.335,6.335
2022-08-17,21:30,81.24,0.0,72.74,5.909,5.909
2022-08-17,22:00,81.312,0.0,74.719,6.076,6.076
2022-08-17,22:30,81.6,0.0,69.768,5.693,5.693
2022-08-17,23:00,81.144,0.0,60.729,4.928,4.928
2022-08-17,23:30,81.408,0.0,47.612,3.876,3.876
2022-08-18,00:00,81.168,0.0,45.679,3.708,3.708
2022-08-18,00:30,81.216,0.0,46.94,3.812,3.812
2022-08-18,01:00,81.264,0.0,47.974,3.899,3.899
2022-08-18,01:30,81.168,0.0,48.971,3.975,3.975
2022-08-18,02:00,81.096,0.0,50.114,4.064,4.064
2022-08-18,02:30,81.144,0.0,50.502,4.098,4.098
2022-08-18,03:00,81.0,0.0,51.121,4.141,4.141
2022-08-18,03:30,81.0,0.0,50.924,4.125,4.125
2022-08-18,04:00,81.168,0.0,49.585,4.025,4.025
2022-08-18,04:30,81.168,0.0,49.102,3.986,3.986
2022-08-18,05:00,81.048,0.0,47.079,3.816,3.816
2022-08-18,05:30,80.976,0.0,44.364,3.592,3.592
2022-08-18,06:00,81.0,0.0,52.063,4.217,4.217
2022-08-18,06:30,80.856,0.0,53.699,4.342,4.342
2022-08-18,07:00,80.832,0.115,64.952,5.243,5.25
2022-08-18,07:30,82.2,0.115,70.971,5.826,5.834
2022-08-18,08:00,82.224,4.335,73.634,5.735,6.054
2022-08-18,08:30,81.24,4.335,72.729,5.593,5.909
2022-08-18,09:00,80.664,9.52,65.965,4.693,5.321
2022-08-18,09:30,80.712,9.52,63.065,4.49,5.09
2022-08-18,10:00,81.0,11.65,63.056,4.373,5.108
2022-08-18,10:30,80.904,11.65,63.29,4.383,5.12
2022-08-18,11:00,80.784,14.205,63.919,4.256,5.164
2022-08-18,11:30,80.688,14.205,61.223,4.07,4.94
2022-08-18,12:00,80.76,14.575,56.812,3.76,4.588
2022-08-18,12:30,80.832,14.575,55.568,3.682,4.492
2022-08-18,13:00,80.76,14.6,54.24,3.589,4.38
2022-08-18,13:30,81.0,14.6,56.501,3.752,4.577
2022-08-18,14:00,81.216,11.46,57.193,3.99,4.645
2022-08-18,14:30,82.32,11.46,54.814,3.884,4.512
2022-08-18,15:00,82.128,8.77,55.022,4.036,4.519
2022-08-18,15:30,81.624,8.77,55.067,4.012,4.495
2022-08-18,16:00,80.928,3.815,54.429,4.197,4.405
2022-08-18,16:30,80.616,3.815,66.272,5.09,5.343
2022-08-18,17:00,81.0,0.13,70.655,5.714,5.723
2022-08-18,17:30,80.904,0.13,71.329,5.762,5.771
2022-08-18,18:00,80.952,0.0,75.917,6.146,6.146
2022-08-18,18:30,80.856,0.0,76.456,6.182,6.182
2022-08-18,19:00,81.024,0.0,76.985,6.238,6.238
2022-08-18,19:30,81.336,0.0,75.568,6.146,6.146
2022-08-18,20:00,80.928,0.0,66.437,5.377,5.377
2022-08-18,20:30,80.832,0.0,65.265,5.276,5.276
2022-08-18,21:00,81.072,0.0,64.329,5.215,5.215
2022-08-18,21:30,80.904,0.0,56.019,4.532,4.532
2022-08-18,22:00,81.048,0.0,54.665,4.431,4.431
2022-08-18,22:30,81.048,0.0,57.503,4.66,4.66
2022-08-18,23:00,80.736,0.0,58.177,4.697,4.697
2022-08-18,23:30,80.904,0.0,47.21,3.82,3.82
2022-08-19,00:00,81.024,0.0,44.94,3.641,3.641
2022-08-19,00:30,81.168,0.0,46.744,3.794,3.794
2022-08-19,01:00,81.312,0.0,48.001,3.903,3.903
2022-08-19,01:30,81.096,0.0,48.906,3.966,3.966
2022-08-19,02:00,81.456,0.0,49.849,4.061,4.061
2022-08-19,02:30,81.648,0.0,50.653,4.136,4.136
2022-08-19,03:00,81.264,0.0,50.963,4.141,4.141
2022-08-19,03:30,81.24,0.0,50.961,4.14,4.14
2022-08-19,04:00,81.384,0.0,50.319,4.095,4.095
2022-08-19,04:30,81.288,0.0,49.439,4.019,4.019
2022-08-19,05:00,81.024,0.0,47.467,3.846,3.846
2022-08-19,05:30,80.904,0.0,45.075,3.647,3.647
2022-08-19,06:00,80.904,0.0,53.763,4.35,4.35
2022-08-19,06:30,81.264,0.0,54.632,4.44,4.44
2022-08-19,07:00,81.024,0.115,59.954,4.851,4.858
2022-08-19,07:30,81.0,0.115,63.751,5.157,5.164
2022-08-19,08:00,80.664,4.13,64.524,4.938,5.205
2022-08-19,08:30,80.688,4.13,64.57,4.943,5.21
2022-08-19,09:00,80.88,8.885,64.371,4.634,5.206
2022-08-19,09:30,81.168,8.885,65.0,4.698,5.276
2022-08-19,10:00,82.728,12.355,65.63,4.619,5.429
2022-08-19,10:30,82.608,12.355,66.011,4.637,5.453
2022-08-19,11:00,82.944,15.065,61.585,4.18,5.108
2022-08-19,11:30,82.872,15.065,59.93,4.064,4.967
2022-08-19,12:00,83.04,15.795,60.258,4.052,5.004
2022-08-19,12:30,82.416,15.795,57.156,3.808,4.711
2022-08-19,13:00,82.656,14.9,57.784,3.915,4.776
2022-08-19,13:30,82.776,14.9,57.751,3.92,4.78
2022-08-19,14:00,82.344,13.295,57.94,4.001,4.771
2022-08-19,14:30,82.848,13.295,57.551,4.003,4.768
2022-08-19,15:00,82.92,9.26,57.207,4.214,4.744
2022-08-19,15:30,81.168,9.26,57.563,4.139,4.672
2022-08-19,16:00,81.336,4.94,61.987,4.736,5.042
2022-08-19,16:30,80.784,4.94,66.414,5.037,5.365
2022-08-19,17:00,81.216,0.19,71.333,5.78,5.793
2022-08-19,17:30,81.216,0.19,75.13,6.087,6.102
2022-08-19,18:00,81.216,0.0,74.49,6.05,6.05
2022-08-19,18:30,81.168,0.0,73.578,5.972,5.972
2022-08-19,19:00,81.24,0.0,74.429,6.047,6.047
2022-08-19,19:30,81.456,0.0,69.353,5.649,5.649
2022-08-19,20:00,81.024,0.0,67.719,5.487,5.487
2022-08-19,20:30,81.144,0.0,65.37,5.304,5.304
2022-08-19,21:00,81.192,0.0,71.408,5.798,5.798
2022-08-19,21:30,81.168,0.0,69.174,5.615,5.615
2022-08-19,22:00,81.048,0.0,69.373,5.623,5.623
2022-08-19,22:30,81.312,0.0,70.438,5.727,5.727
2022-08-19,23:00,81.216,0.0,71.387,5.798,5.798
2022-08-19,23:30,81.312,0.0,53.444,4.346,4.346
2022-08-20,00:00,81.312,0.0,34.518,2.807,2.807
2022-08-20,00:30,81.312,0.0,32.969,2.681,2.681
2022-08-20,01:00,81.192,0.0,34.183,2.775,2.775
2022-08-20,01:30,81.0,0.0,35.177,2.849,2.849
2022-08-20,02:00,81.24,0.0,35.718,2.902,2.902
2022-08-20,02:30,81.192,0.0,36.162,2.936,2.936
2022-08-20,03:00,81.096,0.0,36.694,2.976,2.976
2022-08-20,03:30,81.024,0.0,36.975,2.996,2.996
2022-08-20,04:00,81.072,0.0,36.972,2.997,2.997
2022-08-20,04:30,80.976,0.0,36.792,2.979,2.979
2022-08-20,05:00,81.384,0.0,35.57,2.895,2.895
2022-08-20,05:30,80.928,0.0,34.473,2.79,2.79
2022-08-20,06:00,80.832,0.0,46.948,3.795,3.795
2022-08-20,06:30,81.048,0.0,51.156,4.146,4.146
2022-08-20,07:00,81.048,0.185,49.226,3.981,3.99
2022-08-20,07:30,80.664,0.185,45.71,3.679,3.687
2022-08-20,08:00,80.76,2.53,48.683,3.808,3.932
2022-08-20,08:30,80.88,2.53,46.572,3.649,3.767
2022-08-20,09:00,80.904,5.835,45.982,3.452,3.72
2022-08-20,09:30,80.712,5.835,46.07,3.45,3.718
2022-08-20,10:00,80.712,5.4,46.187,3.478,3.728
2022-08-20,10:30,81.312,5.4,46.237,3.51,3.76
2022-08-20,11:00,80.856,11.725,46.484,3.213,3.759
2022-08-20,11:30,80.904,11.725,47.425,3.281,3.837
2022-08-20,12:00,80.832,8.11,43.14,3.137,3.487
2022-08-20,12:30,81.096,8.11,44.626,3.257,3.619
2022-08-20,13:00,81.12,4.78,44.946,3.431,3.646
2022-08-20,13:30,81.192,4.78,43.784,3.346,3.555
2022-08-20,14:00,81.288,0.985,42.471,3.411,3.452
2022-08-20,14:30,81.336,0.985,41.626,3.345,3.386
2022-08-20,15:00,81.216,2.515,42.613,3.354,3.461
2022-08-20,15:30,81.312,2.515,42.509,3.35,3.456
2022-08-20,16:00,81.576,1.925,46.385,3.695,3.784
2022-08-20,16:30,81.0,1.925,45.47,3.596,3.683
2022-08-20,17:00,81.36,0.2,44.453,3.608,3.617
2022-08-20,17:30,81.36,0.2,47.057,3.819,3.829
2022-08-20,18:00,81.216,0.0,45.629,3.706,3.706
2022-08-20,18:30,81.528,0.0,43.129,3.516,3.516
2022-08-20,19:00,81.408,0.0,41.752,3.399,3.399
2022-08-20,19:30,81.408,0.0,43.848,3.57,3.57
2022-08-20,20:00,81.264,0.0,44.982,3.655,3.655
2022-08-20,20:30,81.384,0.0,46.216,3.761,3.761
2022-08-20,21:00,81.432,0.0,47.735,3.887,3.887
2022-08-20,21:30,81.432,0.0,48.685,3.965,3.965
2022-08-20,22:00,81.648,0.0,51.321,4.19,4.19
2022-08-20,22:30,81.792,0.0,54.103,4.425,4.425
2022-08-20,23:00,81.816,0.0,53.783,4.4,4.4
2022-08-20,23:30,81.528,0.0,41.231,3.361,3.361
2022-08-21,00:00,81.648,0.0,31.562,2.577,2.577
2022-08-21,00:30,81.816,0.0,32.054,2.623,2.623
2022-08-21,01:00,81.576,0.0,33.021,2.694,2.694
2022-08-21,01:30,81.24,0.0,33.723,2.74,2.74
2022-08-21,02:00,81.72,0.0,33.457,2.734,2.734
2022-08-21,02:30,81.936,0.0,33.76,2.766,2.766
2022-08-21,03:00,81.312,0.0,35.333,2.873,2.873
2022-08-21,03:30,81.552,0.0,35.24,2.874,2.874
2022-08-21,04:00,81.864,0.0,35.119,2.875,2.875
2022-08-21,04:30,81.432,0.0,34.863,2.839,2.839
2022-08-21,05:00,81.384,0.0,33.742,2.746,2.746
2022-08-21,05:30,81.456,0.0,32.9,2.68,2.68
2022-08-21,06:00,81.192,0.0,47.136,3.827,3.827
2022-08-21,06:30,81.648,0.0,51.018,4.166,4.166
2022-08-21,07:00,81.168,0.19,47.892,3.878,3.887
2022-08-21,07:30,81.168,0.19,46.274,3.747,3.756
2022-08-21,08:00,80.976,2.895,44.993,3.513,3.643
2022-08-21,08:30,81.576,2.895,43.488,3.422,3.548
2022-08-21,09:00,81.432,3.97,42.324,3.278,3.446
2022-08-21,09:30,81.408,3.97,41.573,3.219,3.384
2022-08-21,10:00,81.648,3.615,41.706,3.254,3.405
2022-08-21,10:30,81.48,3.615,41.656,3.244,3.394
2022-08-21,11:00,81.672,3.97,41.697,3.24,3.405
2022-08-21,11:30,81.672,3.97,42.252,3.283,3.451
2022-08-21,12:00,81.744,5.435,42.697,3.258,3.49
2022-08-21,12:30,81.744,5.435,43.489,3.319,3.555
2022-08-21,13:00,81.768,9.2,43.983,3.192,3.596
2022-08-21,13:30,82.032,9.2,45.637,3.324,3.744
2022-08-21,14:00,82.152,5.005,46.15,3.56,3.791
2022-08-21,14:30,81.624,5.005,44.833,3.435,3.659
2022-08-21,15:00,82.176,5.54,45.014,3.45,3.699
2022-08-21,15:30,82.008,5.54,47.634,3.642,3.906
2022-08-21,16:00,81.744,1.6,48.641,3.898,3.976
2022-08-21,16:30,81.672,1.6,49.992,4.003,4.083
2022-08-21,17:00,81.84,0.29,53.437,4.358,4.373
2022-08-21,17:30,81.888,0.29,58.042,4.736,4.753
2022-08-21,18:00,81.912,0.0,55.882,4.577,4.577
2022-08-21,18:30,81.84,0.0,54.618,4.47,4.47
2022-08-21,19:00,81.528,0.0,55.165,4.497,4.497
2022-08-21,19:30,81.936,0.0,57.475,4.709,4.709
2022-08-21,20:00,81.72,0.0,58.8,4.805,4.805
2022-08-21,20:30,81.696,0.0,60.223,4.92,4.92
2022-08-21,21:00,81.84,0.0,61.876,5.064,5.064
2022-08-21,21:30,81.72,0.0,61.127,4.995,4.995
2022-08-21,22:00,82.056,0.0,57.952,4.755,4.755
2022-08-21,22:30,81.456,0.0,60.598,4.936,4.936
2022-08-21,23:00,81.6,0.0,60.603,4.945,4.945
2022-08-21,23:30,81.264,0.0,48.074,3.907,3.907
2022-08-22,00:00,81.624,0.0,45.487,3.713,3.713
2022-08-22,00:30,81.696,0.0,47.03,3.842,3.842
2022-08-22,01:00,81.288,0.0,47.358,3.85,3.85
2022-08-22,01:30,81.432,0.0,47.995,3.908,3.908
2022-08-22,02:00,81.336,0.0,48.966,3.983,3.983
2022-08-22,02:30,81.312,0.0,49.098,3.992,3.992
2022-08-22,03:00,81.336,0.0,49.262,4.007,4.007
2022-08-22,03:30,81.0,0.0,50.082,4.057,4.057
2022-08-22,04:00,81.048,0.0,49.178,3.986,3.986
2022-08-22,04:30,81.264,0.0,48.132,3.911,3.911
2022-08-22,05:00,81.0,0.0,45.411,3.678,3.678
2022-08-22,05:30,81.0,0.0,42.287,3.425,3.425
2022-08-22,06:00,81.024,0.0,50.052,4.055,4.055
2022-08-22,06:30,80.76,0.0,58.611,4.733,4.733
2022-08-22,07:00,80.904,0.045,58.47,4.728,4.73
2022-08-22,07:30,80.928,0.045,59.207,4.789,4.792
2022-08-22,08:00,81.0,0.785,58.941,4.728,4.774
2022-08-22,08:30,80.664,0.785,58.172,4.647,4.692
2022-08-22,09:00,81.816,1.465,56.088,4.507,4.589
2022-08-22,09:30,81.84,1.465,55.006,4.421,4.502
2022-08-22,10:00,80.976,2.015,55.278,4.365,4.476
2022-08-22,10:30,80.592,2.015,56.585,4.446,4.56
2022-08-22,11:00,80.52,3.04,51.025,3.953,4.109
2022-08-22,11:30,81.72,3.04,50.293,3.957,4.11
2022-08-22,12:00,80.952,3.71,50.749,3.92,4.108
2022-08-22,12:30,80.664,3.71,50.951,3.921,4.11
2022-08-22,13:00,80.856,3.53,50.091,3.873,4.05
2022-08-22,13:30,81.048,3.53,50.936,3.948,4.128
2022-08-22,14:00,81.408,3.205,51.468,4.025,4.19
2022-08-22,14:30,81.36,3.205,51.918,4.058,4.224
2022-08-22,15:00,80.856,2.445,52.78,4.139,4.268
2022-08-22,15:30,81.288,2.445,54.159,4.27,4.402
2022-08-22,16:00,81.144,1.195,56.02,4.479,4.546
2022-08-22,16:30,81.336,1.195,60.291,4.832,4.904
2022-08-22,17:00,81.216,0.085,66.789,5.419,5.424
2022-08-22,17:30,81.312,0.085,68.037,5.526,5.532
2022-08-22,18:00,81.192,0.0,78.919,6.408,6.408
2022-08-22,18:30,81.312,0.0,78.943,6.419,6.419
2022-08-22,19:00,81.528,0.0,75.596,6.163,6.163
2022-08-22,19:30,81.408,0.0,73.238,5.962,5.962
2022-08-22,20:00,81.24,0.0,69.386,5.637,5.637
2022-08-22,20:30,81.456,0.0,61.345,4.997,4.997
2022-08-22,21:00,81.456,0.0,53.17,4.331,4.331
2022-08-22,21:30,81.384,0.0,53.701,4.37,4.37
2022-08-22,22:00,81.072,0.0,52.279,4.238,4.238
2022-08-22,22:30,81.288,0.0,52.705,4.284,4.284
2022-08-22,23:00,81.36,0.0,52.566,4.277,4.277
2022-08-22,23:30,81.48,0.0,42.52,3.465,3.465
2022-08-23,00:00,80.928,0.0,40.361,3.266,3.266
2022-08-23,00:30,81.264,0.0,41.26,3.353,3.353
2022-08-23,01:00,81.408,0.0,42.429,3.454,3.454
2022-08-23,01:30,81.072,0.0,43.062,3.491,3.491
2022-08-23,02:00,81.024,0.0,43.61,3.533,3.533
2022-08-23,02:30,81.168,0.0,44.134,3.582,3.582
2022-08-23,03:00,81.072,0.0,44.089,3.574,3.574
2022-08-23,03:30,80.736,0.0,44.031,3.555,3.555
2022-08-23,04:00,80.808,0.0,43.542,3.519,3.519
2022-08-23,04:30,80.88,0.0,43.178,3.492,3.492
2022-08-23,05:00,80.904,0.0,41.246,3.337,3.337
2022-08-23,05:30,80.784,0.0,50.936,4.115,4.115
2022-08-23,06:00,81.12,0.0,58.085,4.712,4.712
2022-08-23,06:30,81.216,0.0,59.483,4.831,4.831
2022-08-23,07:00,80.568,0.305,72.528,5.821,5.843
2022-08-23,07:30,81.048,0.305,79.853,6.448,6.472
2022-08-23,08:00,82.392,5.2,76.421,5.899,6.296
2022-08-23,08:30,81.864,5.2,68.552,5.255,5.612
2022-08-23,09:00,80.88,6.42,62.563,4.658,5.06
2022-08-23,09:30,81.792,6.42,62.754,4.73,5.133
2022-08-23,10:00,82.176,10.365,60.837,4.369,4.999
2022-08-23,10:30,81.6,10.365,57.631,4.105,4.703
2022-08-23,11:00,81.048,8.415,52.951,3.846,4.292
2022-08-23,11:30,81.336,8.415,52.074,3.797,4.235
2022-08-23,12:00,81.456,6.65,50.937,3.81,4.149
2022-08-23,12:30,80.928,6.65,48.811,3.626,3.95
